Machine Module,SSA3021X Plus,3.2.2.6.0R10,,,,,,
Y Axis Scale,LOG,,,,,,,
Y Axis Unit,dBm,,,,,,,
Impedance,50,,,,,,,
Number of Points,751,,,,,,,
PreAmp State,OFF,,,,,,,
Ref Level,5.00E+00,,,,,,,
Attenuation,25,Auto,,,,,,
Sweep Time,13771493,Auto,,,,,,
Start Frequency,5.00E+04,,,,,,,
Stop Frequency,5.05E+08,,,,,,,
Average Type,Log Pwr,,,,,,,
RBW,1000,Manual,,,,,,
VBW,1000,Auto,,,,,,
Sweep Type,Continuous,,,,,,,
Sweep Mode,Speed,,,,,,,
Sweep Rule,Auto,,,,,,,
Trigger Source,Free Run,,,,,,,
Trigger Level,0.00E+00,,,,,,,
Trigger Edge,Rise,,,,,,,
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,49871733.33,,,,,,,
Marker Ampt,0.32059399,,,,,,,
Trace Math,OFF,,,,,,,
Trace Variable X,Trace A,,,,,,,
354861533,-77.86,,,,,,,
355534800,-78.18,,,,,,,
356208067,-78.79,,,,,,,
356881333,-78.54,,,,,,,
357554600,-78.4,,,,,,,
358227867,-77.88,,,,,,,
358901133,-76.98,,,,,,,
359574400,-78.33,,,,,,,
360247667,-76.95,,,,,,,
360920933,-78.66,,,,,,,
361594200,-77.54,,,,,,,
362267467,-77.13,,,,,,,
362940733,-78.09,,,,,,,
363614000,-79.72,,,,,,,
364287267,-79.41,,,,,,,
364960533,-77.49,,,,,,,
365633800,-77.51,,,,,,,
366307067,-78.02,,,,,,,
366980333,-77.54,,,,,,,
367653600,-77.67,,,,,,,
368326867,-78.15,,,,,,,
369000133,-77.01,,,,,,,
369673400,-77.66,,,,,,,
370346667,-76.74,,,,,,,
371019933,-78.38,,,,,,,
371693200,-78.64,,,,,,,
372366467,-79.33,,,,,,,
373039733,-76.99,,,,,,,
373713000,-76.55,,,,,,,
374386267,-78.33,,,,,,,
375059533,-77.29,,,,,,,
375732800,-78.76,,,,,,,
376406067,-78.01,,,,,,,
377079333,-78.79,,,,,,,
377752600,-77.73,,,,,,,
378425867,-77.04,,,,,,,
379099133,-77.05,,,,,,,
379772400,-78.52,,,,,,,
380445667,-77.25,,,,,,,
381118933,-78.18,,,,,,,
381792200,-78.51,,,,,,,
382465467,-78.35,,,,,,,
383138733,-77.91,,,,,,,
383812000,-77.95,,,,,,,
384485267,-76.15,,,,,,,
385158533,-76.07,,,,,,,
385831800,-78.32,,,,,,,
386505067,-77.28,,,,,,,
387178333,-77.96,,,,,,,
387851600,-78.15,,,,,,,
388524867,-78.72,,,,,,,
389198133,-78.36,,,,,,,
389871400,-76.39,,,,,,,
390544667,-77.46,,,,,,,
391217933,-79.06,,,,,,,
391891200,-77.61,,,,,,,
392564467,-76.75,,,,,,,
393237733,-78.32,,,,,,,
393911000,-77.3,,,,,,,
394584267,-78.78,,,,,,,
395257533,-77.23,,,,,,,
395930800,-77.76,,,,,,,
396604067,-78.18,,,,,,,
397277333,-78.25,,,,,,,
397950600,-79.54,,,,,,,
398623867,-78.14,,,,,,,
399297133,-77.72,,,,,,,
399970400,-79.02,,,,,,,
400643667,-77.69,,,,,,,
401316933,-78.82,,,,,,,
401990200,-77.32,,,,,,,
402663467,-77.51,,,,,,,
403336733,-77.3,,,,,,,
404010000,-77.49,,,,,,,
404683267,-77.82,,,,,,,
405356533,-77.86,,,,,,,
406029800,-78.04,,,,,,,
406703067,-77.73,,,,,,,
407376333,-77.73,,,,,,,
408049600,-76.84,,,,,,,
408722867,-78.3,,,,,,,
409396133,-76.61,,,,,,,
410069400,-77.98,,,,,,,
410742667,-78.23,,,,,,,
411415933,-77.98,,,,,,,
412089200,-78.41,,,,,,,
412762467,-78.62,,,,,,,
413435733,-78.5,,,,,,,
414109000,-78.06,,,,,,,
414782267,-78.08,,,,,,,
415455533,-78.42,,,,,,,
416128800,-78.03,,,,,,,
416802067,-77.28,,,,,,,
417475333,-76.85,,,,,,,
418148600,-77.4,,,,,,,
418821867,-78.52,,,,,,,
419495133,-77.16,,,,,,,
420168400,-77.67,,,,,,,
420841667,-77.86,,,,,,,
421514933,-78.37,,,,,,,
422188200,-78.53,,,,,,,
422861467,-77.77,,,,,,,
423534733,-78.45,,,,,,,
424208000,-77.14,,,,,,,
